Country,Year,Avg Female BMI,Avg Male BMI,Kilocalories Per Day
Saint Lucia,1982,24.1726,22.8879,2266.58
Saint Lucia,1981,24.07713,22.85923,2261.86
Saint Lucia,1983,24.26659,22.92127,2256.06
Saint Lucia,1980,23.97153,22.82916,2183.89
Saint Vincent and the Grenadines,2007,27.3826,25.3176,2821.28
Saint Vincent and the Grenadines,2005,27.1011,25.05374,2805.47
Saint Vincent and the Grenadines,2003,26.82269,24.80068,2792.13
Saint Vincent and the Grenadines,2006,27.24094,25.18827,2791.95
Saint Vincent and the Grenadines,2004,26.9644,24.92831,2759.59
Saint Vincent and the Grenadines,2002,26.67955,24.68569,2720.72
Saint Vincent and the Grenadines,2001,26.53922,24.57098,2593.98
Saint Vincent and the Grenadines,2000,26.40448,24.47418,2565.05
Saint Vincent and the Grenadines,1999,26.27639,24.38506,2530.54
Saint Vincent and the Grenadines,1981,24.06803,23.11392,2475.59
Saint Vincent and the Grenadines,1998,26.14978,24.30362,2442.02
Saint Vincent and the Grenadines,1993,25.58422,23.95685,2439.26
Saint Vincent and the Grenadines,1982,24.17227,23.16536,2418.92
Saint Vincent and the Grenadines,1984,24.40498,23.27733,2418.01
Saint Vincent and the Grenadines,1985,24.52665,23.33821,2416.42
Saint Vincent and the Grenadines,1986,24.64744,23.40612,2407.7
Saint Vincent and the Grenadines,1980,23.95613,23.06618,2407.66
Saint Vincent and the Grenadines,1983,24.28471,23.21704,2406.22
Saint Vincent and the Grenadines,1987,24.76308,23.47805,2402.71
Saint Vincent and the Grenadines,1988,24.89177,23.55157,2396.71
Saint Vincent and the Grenadines,1997,26.03182,24.23214,2389.7
Saint Vincent and the Grenadines,1992,25.43096,23.87487,2374.23
Saint Vincent and the Grenadines,1995,25.80975,24.08867,2371.11
Saint Vincent and the Grenadines,1990,25.15141,23.71626,2355.08
Saint Vincent and the Grenadines,1991,25.28618,23.79168,2342.65
Saint Vincent and the Grenadines,1996,25.92007,24.15437,2340.66
Saint Vincent and the Grenadines,1994,25.69216,24.01646,2330.63
Saint Vincent and the Grenadines,1989,25.01346,23.62715,2310.27
Samoa,2004,32.6661,29.72547,2895.47
Samoa,2007,33.4384,30.26044,2885.92
Samoa,2005,32.94641,29.90551,2882.55
Samoa,2006,33.19639,30.0889,2864.16
Samoa,2003,32.3982,29.53503,2856.79
Samoa,2002,32.11163,29.34069,2849.93
Samoa,2001,31.85021,29.13945,2825.05
Samoa,1985,28.0813,26.64126,2745.69
Samoa,2000,31.57943,28.93492,2745.29
Samoa,1988,28.8261,27.15731,2730.96
Samoa,1987,28.56967,26.98565,2722.13
Samoa,1999,31.31869,28.73785,2696.35
Samoa,1989,29.08361,27.31196,2656.81
Samoa,1990,29.31271,27.45165,2618.98
Samoa,1991,29.53882,27.57865,2613.53
Samoa,1998,31.07135,28.54905,2580.57
Samoa,1997,30.83313,28.36491,2544.68
Samoa,1983,27.579,26.31038,2532.83
Samoa,1982,27.34604,26.15725,2529.43
Samoa,1984,27.81775,26.46727,2525.74
Samoa,1986,28.31362,26.80807,2525.07
Samoa,1996,30.60247,28.19742,2512.19
Samoa,1981,27.0946,25.99935,2512.03
Samoa,1995,30.37133,28.038,2499.56
Samoa,1980,26.82822,25.83472,2448.06
Samoa,1994,30.15989,27.90823,2426.84
Samoa,1992,29.76002,27.67714,2407.47
Samoa,1993,29.97669,27.80065,2351.52
Sao Tome and Principe,2007,24.72319,23.37208,2683.97
Sao Tome and Principe,2006,24.5655,23.23616,2681.99
Sao Tome and Principe,2005,24.40796,23.10325,2621.21
Sao Tome and Principe,2004,24.2546,22.98085,2594.86
Sao Tome and Principe,2003,24.10064,22.86699,2568.2
Sao Tome and Principe,2002,23.95324,22.75203,2508.35
Sao Tome and Principe,2001,23.80378,22.64028,2460.54
Sao Tome and Principe,2000,23.65898,22.53154,2372.65
Sao Tome and Principe,1999,23.52502,22.42935,2267.99
Sao Tome and Principe,1998,23.40521,22.334,2255.42
Sao Tome and Principe,1994,22.97285,21.9945,2248.22
Sao Tome and Principe,1996,23.18855,22.13677,2241.69
Sao Tome and Principe,1993,22.87019,21.92185,2241.13
Sao Tome and Principe,1991,22.68625,21.8061,2238.2
Sao Tome and Principe,1995,23.07944,22.06417,2231.83
Sao Tome and Principe,1990,22.57919,21.75361,2227.48
Sao Tome and Principe,1992,22.78198,21.86141,2222.11
Sao Tome and Principe,1997,23.29456,22.23617,2208.66
Sao Tome and Principe,1989,22.44002,21.6996,2153.23
Sao Tome and Principe,1984,21.82631,21.4642,2100.24
Sao Tome and Principe,1985,21.9675,21.51928,2076.91
Sao Tome and Principe,1983,21.70995,21.41756,2059.58
Sao Tome and Principe,1980,21.39227,21.27399,2057.47
Sao Tome and Principe,1981,21.47234,21.31334,2037.73
Sao Tome and Principe,1982,21.59159,21.36899,2003.35
Sao Tome and Principe,1988,22.31088,21.64982,1993.99
Sao Tome and Principe,1986,22.08202,21.56152,1952.86
Sao Tome and Principe,1987,22.1803,21.60658,1935.42
Saudi Arabia,2006,29.32025,27.64713,3153.5
Saudi Arabia,2007,29.45772,27.7644,3143.95
Saudi Arabia,2005,29.17742,27.52896,3102.86
Saudi Arabia,2004,29.03556,27.41224,3072.17
Saudi Arabia,2003,28.89647,27.30168,3053.05
Saudi Arabia,1983,26.81564,25.41727,3036.58
Saudi Arabia,2000,28.50804,26.99168,3015.55
Saudi Arabia,2001,28.63249,27.096,3013.79
Saudi Arabia,2002,28.75728,27.19191,3007.28
Saudi Arabia,1982,26.67906,25.30601,3005.38
Saudi Arabia,1981,26.50146,25.17207,2989.41
Saudi Arabia,1999,28.38762,26.88356,2978.45
Saudi Arabia,1997,28.1494,26.66882,2960.78
Saudi Arabia,1980,26.30048,25.025,2956.52
Saudi Arabia,1998,28.28052,26.77904,2950.81
Saudi Arabia,1996,28.01927,26.55977,2940.63
Saudi Arabia,1995,27.89137,26.45034,2905.17
Saudi Arabia,1991,27.43378,26.01571,2870.04
Saudi Arabia,1990,27.32061,25.91673,2866.15
Saudi Arabia,1988,27.16546,25.76424,2819.73
Saudi Arabia,1984,26.91796,25.51095,2818.36
Saudi Arabia,1992,27.54589,26.12018,2806.15
Saudi Arabia,1993,27.65759,26.22935,2789.49
Saudi Arabia,1985,26.99694,25.57572,2788.01
Saudi Arabia,1994,27.76479,26.33868,2761.22
Saudi Arabia,1989,27.22315,25.82999,2749.9
Saudi Arabia,1986,27.05188,25.63769,2662.31
Saudi Arabia,1987,27.09999,25.69672,2608.03
Senegal,1985,21.78554,20.51621,2395.12
Senegal,1981,21.36231,20.31774,2394.57
Senegal,2007,24.18556,21.84124,2347.71
Senegal,1982,21.4942,20.37281,2336.81
Senegal,2006,24.05891,21.75457,2322.93
Senegal,1986,21.88269,20.56741,2296.84
Senegal,2005,23.93713,21.67412,2281.55
Senegal,1984,21.6891,20.46449,2277.64
Senegal,2004,23.80495,21.59394,2244.81
Senegal,1991,22.37786,20.79289,2239.83
Senegal,1993,22.57465,20.90822,2238.02
Senegal,1990,22.28042,20.74356,2230.55
Senegal,2003,23.67086,21.518,2209.79
Senegal,1995,22.76016,21.01431,2179.51
Senegal,1983,21.59429,20.41856,2169.04
Senegal,1994,22.66632,20.9613,2162.24
Senegal,1980,21.24105,20.267,2156.01
Senegal,2001,23.41751,21.38834,2154.9
Senegal,2000,23.29538,21.3219,2151.03
Senegal,1999,23.17361,21.2535,2142.28
Senegal,2002,23.53851,21.44909,2128.47
Senegal,1996,22.85871,21.06393,2117.83
Senegal,1992,22.4768,20.84855,2114.74
Senegal,1997,22.96298,21.12464,2114.16
Senegal,1998,23.06738,21.18605,2103.8
Senegal,1989,22.17728,20.70301,2091.34
Senegal,1988,22.08415,20.66175,2089.02
Senegal,1987,21.97859,20.61342,2086.48
Seychelles,1996,26.58276,24.04069,3036.99
Seychelles,1997,26.71304,24.18047,2989.22
Seychelles,1992,26.01559,23.48498,2984.88
Seychelles,1993,26.17508,23.62919,2899.26
Seychelles,1998,26.84224,24.3203,2889.31
Seychelles,1995,26.4504,23.90865,2878.79
Seychelles,1999,26.96458,24.44887,2836.05
Seychelles,1994,26.317,23.77534,2765.24
Seychelles,2005,27.64326,25.14325,2703.21
Seychelles,2004,27.54578,25.02781,2700.25
Seychelles,2003,27.44406,24.93235,2693.55
Seychelles,2000,27.09683,24.5804,2653.55
Seychelles,2002,27.34049,24.82301,2628.77
Seychelles,2001,27.2326,24.70393,2613.1
Sierra Leone,2007,23.76172,22.41321,2462.62
Sierra Leone,2006,23.58957,22.30192,2423.67
Sierra Leone,2001,22.87993,21.918,2407.65
Sierra Leone,2000,22.79584,21.89919,2397.14
Sierra Leone,2005,23.42051,22.19761,2390.57
Sierra Leone,1998,22.69032,21.91706,2379.36
Sierra Leone,1999,22.7396,21.90284,2377.61
Sierra Leone,2004,23.26524,22.10557,2376.15
Sierra Leone,2003,23.11852,22.02819,2368.98
Sierra Leone,2002,22.99407,21.96438,2361.2
Sierra Leone,1993,22.31498,21.8085,2341.34
Sierra Leone,1994,22.40143,21.84373,2337.48
Sierra Leone,1996,22.56878,21.90497,2336.28
Sierra Leone,1992,22.24899,21.7886,2321.36
Sierra Leone,1991,22.18921,21.77198,2314.6
Sierra Leone,1995,22.48895,21.87518,2314.36
Sierra Leone,1997,22.63204,21.91602,2295.96
Sierra Leone,1988,21.97044,21.68635,2285.48
Sierra Leone,1989,22.04321,21.71679,2257.9
Sierra Leone,1981,21.39009,21.40767,2245.98
Sierra Leone,1986,21.81433,21.6145,2243.72
Sierra Leone,1990,22.11669,21.74587,2208.99
Sierra Leone,1987,21.89865,21.65417,2205.35
Sierra Leone,1985,21.7319,21.57846,2176.96
Sierra Leone,1982,21.48632,21.45595,2176.31
Sierra Leone,1980,21.29032,21.36041,2157.5
Sierra Leone,1984,21.64971,21.53877,2142.98
Sierra Leone,1983,21.56866,21.49821,2051.73
Singapore,2007,22.93832,23.83205,2170.26
Singapore,2006,22.99779,23.81831,2137.4
Singapore,1980,23.50693,22.56816,2077.07
Singapore,2004,23.13865,23.79608,2077.06
Singapore,2005,23.06847,23.80876,2076.33
Singapore,1997,23.43784,23.65914,2076.08
Singapore,1981,23.52467,22.63397,2066.47
Singapore,1982,23.4995,22.69746,2061.2
Singapore,1996,23.45037,23.60396,2060.08
Singapore,2003,23.1771,23.78935,2041.28
Singapore,1998,23.40915,23.701,2038.15
Singapore,1995,23.45214,23.54164,2033.52
Singapore,1994,23.48437,23.47382,2032.75
Singapore,2002,23.23321,23.78492,2019.91
Singapore,1999,23.38114,23.73247,2001.47
Singapore,1987,23.47904,22.9966,1980.39
Singapore,2001,23.28385,23.77667,1973.98
Singapore,1986,23.48973,22.93952,1969.83
Singapore,2000,23.33759,23.76281,1965.97
Singapore,1991,23.49079,23.26571,1960.22
Singapore,1993,23.48907,23.4027,1956.71
Singapore,1983,23.49671,22.76362,1951.12
Singapore,1985,23.50167,22.88449,1947.08
Singapore,1989,23.47552,23.12883,1946.18
Singapore,1990,23.48489,23.19591,1941.63
Singapore,1992,23.48203,23.32999,1935.77
Singapore,1988,23.48769,23.06131,1935.47
Singapore,1984,23.48332,22.82848,1929.34
Slovak Republic,1998,26.10104,26.26112,3037.31
Slovak Republic,1994,26.0477,26.04675,3015.12
Slovak Republic,1997,26.06093,26.19109,2938.63
Slovak Republic,1996,26.04047,26.13178,2926.91
Slovak Republic,1999,26.11273,26.30941,2922.48
Slovak Republic,2006,26.22382,26.71742,2904.1
Slovak Republic,2007,26.27675,26.82124,2892.6
Slovak Republic,1995,26.03857,26.08351,2864
Slovak Republic,2005,26.17154,26.62371,2857.6
Slovak Republic,1993,26.06368,26.0168,2817.61
Slovak Republic,2004,26.1317,26.54207,2815.27
Slovak Republic,2001,26.10726,26.38367,2801.31
Slovak Republic,2000,26.10914,26.3444,2796.13
Slovak Republic,2002,26.10618,26.43238,2785.63
Slovak Republic,2003,26.11306,26.48572,2772.47
Slovenia,2005,26.49639,27.16275,3225.91
Slovenia,2007,26.55853,27.35064,3223.47
Slovenia,2006,26.52291,27.25763,3212.38
Slovenia,2004,26.46612,27.06755,3182.19
Slovenia,2003,26.4387,26.96881,3106.42
Slovenia,2002,26.39933,26.87825,3079.41
Slovenia,1996,26.16163,26.34704,3076.02
Slovenia,1999,26.24579,26.5865,3068.17
Slovenia,2001,26.35006,26.78108,3057.81
Slovenia,2000,26.29672,26.69247,3051.81
Slovenia,1995,26.1388,26.26542,2945.52
Slovenia,1997,26.1798,26.42509,2942.76
Slovenia,1994,26.13628,26.20079,2891.54
Slovenia,1998,26.2048,26.50649,2855.28
Slovenia,1993,26.15046,26.14656,2849.48
Slovenia,1992,26.17937,26.10641,2669.79
Solomon Islands,2006,28.51041,26.92452,2445.75
Solomon Islands,2003,28.02761,26.63543,2435.17
Solomon Islands,2005,28.34179,26.82223,2434.94
Solomon Islands,2007,28.68683,27.03587,2422.27
Solomon Islands,2004,28.18106,26.72525,2417.46
Solomon Islands,2002,27.87472,26.55288,2409.39
Solomon Islands,1997,27.05873,26.0693,2353.92
Solomon Islands,1998,27.26266,26.19822,2350.86
Solomon Islands,2001,27.73423,26.47893,2341.6
Solomon Islands,1995,26.63016,25.79141,2338.08
Solomon Islands,1999,27.44813,26.31477,2321.29
Solomon Islands,2000,27.59786,26.40337,2320.38
Solomon Islands,1996,26.84269,25.93356,2271.92
Solomon Islands,1985,24.7326,24.56463,2242.63
Solomon Islands,1982,24.17435,24.23121,2236.94
Solomon Islands,1984,24.54781,24.45388,2235.88
Solomon Islands,1986,24.91397,24.66985,2222.49
Solomon Islands,1987,25.08611,24.77464,2220.35
Solomon Islands,1983,24.35858,24.34351,2218.54
Solomon Islands,1980,23.76685,23.98967,2217.74
Solomon Islands,1994,26.42163,25.64945,2207.77
Solomon Islands,1988,25.25681,24.87843,2201.21
Solomon Islands,1981,23.97249,24.11103,2186.86
Solomon Islands,1989,25.4509,24.99609,2178.46
Solomon Islands,1991,25.83669,25.24286,2145.99
Solomon Islands,1992,26.03281,25.37952,2144.27
Solomon Islands,1993,26.22764,25.51425,2124.89
Solomon Islands,1990,25.64058,25.11838,2080.73
South Africa,2007,29.31084,26.51022,2998.5
South Africa,2006,29.14019,26.17266,2993.39
South Africa,2005,28.97303,25.85105,2964.61
South Africa,2004,28.81107,25.55277,2949.66
South Africa,2003,28.65359,25.27456,2938.86
South Africa,1987,27.30018,23.37885,2929.63
South Africa,2001,28.36951,24.78496,2913.15
South Africa,1982,27.07092,23.20612,2912.83
South Africa,2002,28.50839,25.01756,2902.73
South Africa,1985,27.20876,23.30367,2889.01
South Africa,2000,28.23492,24.57778,2886
South Africa,1988,27.34993,23.42474,2877.26
South Africa,1980,26.96063,23.13811,2862.02
South Africa,1998,28.00366,24.23022,2847.29
South Africa,1984,27.16349,23.2704,2844.64
South Africa,1993,27.59783,23.69439,2842.54
South Africa,1983,27.11522,23.23626,2839.83
South Africa,1990,27.45059,23.52675,2834.84
South Africa,1999,28.11361,24.39328,2834.04
South Africa,1989,27.40052,23.4743,2831.19
South Africa,1981,27.01702,23.17439,2831.04
South Africa,1994,27.6582,23.76762,2828.64
South Africa,1986,27.24982,23.33707,2823.12
South Africa,1991,27.49718,23.58051,2822.53
South Africa,1997,27.901,24.09036,2816.99
South Africa,1995,27.7295,23.85642,2814.26
South Africa,1992,27.54223,23.63539,2800
South Africa,1996,27.80927,23.96304,2799.78
Spain,1999,25.93149,26.5,3382.88
Spain,1991,25.54166,25.79976,3380.59
Spain,2000,25.97859,26.60724,3378.13
Spain,2002,26.07576,26.835,3372.53
Spain,2001,26.02471,26.71782,3361.89
Spain,1992,25.60445,25.88464,3361.06
Spain,1998,25.88586,26.39609,3354.91
Spain,1996,25.79656,26.20999,3353.98
Spain,2003,26.12201,26.95143,3347.32
Spain,2004,26.17108,27.06646,3345.3
Spain,1997,25.83956,26.3022,3324.84
Spain,1993,25.65715,25.96412,3312.35
Spain,2005,26.21201,27.17847,3307.79
Spain,1990,25.47486,25.72032,3282.83
Spain,1994,25.70743,26.04306,3279.89
Spain,2007,26.27577,27.39562,3271.77
Spain,1995,25.7507,26.12167,3266.17
Spain,1989,25.40593,25.65028,3238.35
Spain,1988,25.34826,25.58617,3237.08
Spain,2006,26.24502,27.29197,3231.84
Spain,1987,25.30254,25.53439,3165.92
Spain,1985,25.24841,25.46042,3124.57
Spain,1982,25.20167,25.39528,3087.72
Spain,1984,25.22648,25.43313,3079.67
Spain,1986,25.26954,25.48971,3068.94
Spain,1980,25.15307,25.34477,3061.91
Spain,1983,25.21314,25.41502,3054.05
Spain,1981,25.17578,25.37087,2998.95
Sri Lanka,2006,22.9721,21.81124,2410.5
Sri Lanka,2005,22.89936,21.74239,2403.61
Sri Lanka,1999,22.49356,21.38576,2393.97
Sri Lanka,2001,22.65572,21.51639,2379.76
Sri Lanka,2003,22.78669,21.62526,2369.06
Sri Lanka,2002,22.71949,21.56997,2363.61
Sri Lanka,2007,23.04109,21.88625,2360.61
Sri Lanka,2000,22.5844,21.45652,2330.76
Sri Lanka,1985,21.39768,20.63366,2318.16
Sri Lanka,1983,21.20235,20.54698,2316.39
Sri Lanka,1998,22.40078,21.3152,2301.75
Sri Lanka,1984,21.29937,20.59544,2297.48
Sri Lanka,1986,21.49121,20.67478,2293.91
Sri Lanka,1994,22.06616,21.02658,2291.54
Sri Lanka,2004,22.84211,21.68151,2283.63
Sri Lanka,1980,20.91804,20.38152,2280.45
Sri Lanka,1997,22.31319,21.23943,2277.82
Sri Lanka,1982,21.09847,20.49434,2257.25
Sri Lanka,1988,21.63945,20.73936,2250.28
Sri Lanka,1996,22.22727,21.1642,2241.82
Sri Lanka,1981,21.00501,20.44378,2241.53
Sri Lanka,1987,21.56249,20.70746,2234.87
Sri Lanka,1995,22.14293,21.0932,2221.47
Sri Lanka,1989,21.70999,20.77225,2208.53
Sri Lanka,1991,21.84815,20.85393,2191.28
Sri Lanka,1990,21.77705,20.80921,2171.58
Sri Lanka,1992,21.9181,20.90149,2155.65
Sri Lanka,1993,21.9807,20.95994,2097.09
Sudan,2007,23.04149,22.28084,2282.06
Sudan,2006,22.92158,22.16048,2279.86
Sudan,2005,22.80708,22.0473,2237.23
Sudan,2004,22.7034,21.9434,2189.86
Sudan,2003,22.60498,21.84463,2187.28
Sudan,2002,22.50693,21.75247,2171.35
Sudan,2001,22.4023,21.66078,2147.69
Sudan,1995,21.8208,21.23783,2109.18
Sudan,1996,21.91783,21.29703,2107.05
Sudan,2000,22.30354,21.57897,2105.32
Sudan,1997,22.02092,21.36275,2090.57
Sudan,1994,21.72514,21.17918,2087.18
Sudan,1998,22.12211,21.43225,2085.23
Sudan,1999,22.21242,21.49895,2085.14
Sudan,1993,21.62991,21.12529,2049.38
Sudan,1980,20.84045,20.71915,2037.27
Sudan,1981,20.9004,20.75761,2035.49
Sudan,1988,21.25801,20.93535,2010.65
Sudan,1986,21.13442,20.8824,2010.6
Sudan,1983,21.01455,20.82779,2002.3
Sudan,1991,21.45769,21.03162,1994.97
Sudan,1992,21.53718,21.07525,1979.2
Sudan,1985,21.08524,20.86213,1967.73
Sudan,1987,21.19168,20.90864,1931.79
Sudan,1982,20.95829,20.79627,1922.05
Sudan,1989,21.32417,20.96653,1917.75
Sudan,1990,21.38209,20.99367,1889.51
Sudan,1984,21.04655,20.8473,1767.12
Suriname,1984,25.08308,23.52685,2650.03
Suriname,1985,25.18218,23.57228,2617.93
Suriname,1996,26.1414,24.20795,2513.64
Suriname,1998,26.41249,24.40073,2501.4
Suriname,2007,27.60936,25.36476,2492.45
Suriname,1991,25.6441,23.87112,2491.74
Suriname,1995,26.01486,24.13357,2484.55
Suriname,2005,27.34352,25.12524,2481.77
Suriname,1987,25.2992,23.64374,2473.02
Suriname,1997,26.27687,24.30276,2472.64
Suriname,1993,25.83202,24.01218,2468.22
Suriname,1983,24.98638,23.48051,2465.94
Suriname,2004,27.20559,25.00262,2462.81
Suriname,2003,27.06507,24.88042,2456.94
Suriname,2000,26.66373,24.58296,2447.63
Suriname,1992,25.7436,23.94219,2446.94
Suriname,2002,26.92424,24.77476,2437.69
Suriname,1994,25.91479,24.07298,2431.52
Suriname,2006,27.47346,25.23747,2429.44
Suriname,1986,25.24579,23.61061,2426.73
Suriname,1988,25.37544,23.68688,2425.86
Suriname,1989,25.45778,23.73931,2413.32
Suriname,1999,26.54311,24.50072,2412.36
Suriname,1980,24.66849,23.29584,2403.82
Suriname,2001,26.78852,24.67839,2394.45
Suriname,1990,25.54146,23.79644,2390.94
Suriname,1982,24.88496,23.42391,2335.46
Suriname,1981,24.78635,23.36229,2309.57
Swaziland,1984,26.23323,21.52619,2454.64
Swaziland,1982,26.08508,21.47732,2446.39
Swaziland,1986,26.36604,21.5929,2431.26
Swaziland,1987,26.44345,21.63469,2417.81
Swaziland,1988,26.52143,21.68481,2415.89
Swaziland,1989,26.60323,21.74249,2409.56
Swaziland,1983,26.15878,21.49897,2404.76
Swaziland,1990,26.69716,21.79222,2397.42
Swaziland,1981,25.9984,21.4468,2384.81
Swaziland,1985,26.29626,21.55783,2379.68
Swaziland,1991,26.77762,21.83435,2376.51
Swaziland,1980,25.9118,21.41393,2372.96
Swaziland,1992,26.85623,21.87637,2368.45
Swaziland,2004,27.98975,22.70309,2337.14
Swaziland,2001,27.61466,22.37484,2326.21
Swaziland,2005,28.09952,22.8175,2325
Swaziland,2006,28.22464,22.94034,2305.17
Swaziland,2007,28.34144,23.05694,2292.25
Swaziland,1999,27.39408,22.20111,2291.91
Swaziland,2003,27.8675,22.58925,2287.56
Swaziland,2002,27.73696,22.48246,2277.82
Swaziland,1994,26.98932,21.94854,2269.42
Swaziland,2000,27.49829,22.28343,2267.73
Swaziland,1993,26.92039,21.91338,2254.31
Swaziland,1997,27.20886,22.07354,2237.17
Swaziland,1998,27.29209,22.13207,2227.78
Swaziland,1996,27.12833,22.02255,2190.55
Swaziland,1995,27.05167,21.98135,2148.56
Sweden,1993,24.72727,25.31753,3135.07
Sweden,2005,25.06417,26.1255,3126.26
Sweden,2001,24.97519,25.82526,3121.34
Sweden,1999,24.91203,25.68738,3119.19
Sweden,2003,25.01686,25.97058,3113.63
Sweden,2002,24.99897,25.89779,3112.77
Sweden,2006,25.09272,26.2098,3111.68
Sweden,2007,25.12062,26.29358,3110.22
Sweden,2004,25.04021,26.04705,3104.17
Sweden,2000,24.94577,25.75589,3099.86
Sweden,1994,24.7592,25.37889,3092.37
Sweden,1997,24.84215,25.56026,3088.85
Sweden,1995,24.78171,25.43743,3085.06
Sweden,1998,24.8763,25.62147,3073.03
Sweden,1996,24.80505,25.49521,3055.36
Sweden,1984,24.47282,24.86689,3054.42
Sweden,1992,24.6937,25.26597,3050.67
Sweden,1980,24.38976,24.71797,2989.34
Sweden,1983,24.44646,24.82977,2984.27
Sweden,1985,24.49549,24.90539,2982.21
Sweden,1982,24.42859,24.79446,2980.56
Sweden,1989,24.60073,25.10748,2978.14
Sweden,1990,24.6317,25.16444,2972.82
Sweden,1981,24.40887,24.75768,2965.36
Sweden,1986,24.51715,24.94952,2960.77
Sweden,1988,24.56862,25.05041,2954.68
Sweden,1991,24.6609,25.21542,2940.82
Sweden,1987,24.54024,24.9971,2901.48
Switzerland,1981,23.75266,25.17901,3499.77
Switzerland,1980,23.73855,25.15845,3491.08
Switzerland,2007,24.06285,26.13979,3465.33
Switzerland,1982,23.75362,25.20452,3458.64
Switzerland,2000,24.03658,25.80709,3434.76
Switzerland,1983,23.75985,25.2227,3432.07
Switzerland,2006,24.05256,26.07963,3427.98
Switzerland,2003,24.04917,25.9385,3412.23
Switzerland,1987,23.82917,25.32245,3409.98
Switzerland,1988,23.85813,25.35413,3405.15
Switzerland,2002,24.04547,25.89402,3404.86
Switzerland,1990,23.92454,25.42673,3403.26
Switzerland,1986,23.8094,25.29805,3398.18
Switzerland,2004,24.05138,25.98248,3393.71
Switzerland,1984,23.77108,25.246,3389.29
Switzerland,1989,23.88731,25.38598,3385.74
Switzerland,1992,23.97182,25.50033,3385.17
Switzerland,1985,23.78567,25.26813,3383.61
Switzerland,2001,24.04071,25.85,3373.02
Switzerland,2005,24.05048,26.0288,3369.19
Switzerland,1996,24.01678,25.66158,3348.95
Switzerland,1993,23.98785,25.54019,3336.82
Switzerland,1997,24.02124,25.69975,3328.2
Switzerland,1998,24.02492,25.73992,3321.64
Switzerland,1994,24.00391,25.57968,3317.41
Switzerland,1991,23.94671,25.46021,3312.93
Switzerland,1995,24.00887,25.61801,3296.76
Switzerland,1999,24.02517,25.77055,3276.46
Syria,1982,26.13451,24.59099,3099.97
Syria,1999,27.84517,26.11749,3064.45
Syria,1998,27.70366,25.99952,3062.43
Syria,2005,28.59345,26.67649,3061.41
Syria,2000,27.97629,26.23028,3055.22
Syria,2006,28.69611,26.76554,3052.94
Syria,2002,28.23422,26.41778,3036.04
Syria,2007,28.78184,26.84018,3034.26
Syria,1981,25.96604,24.47281,3034.18
Syria,2004,28.4818,26.5923,3032.79
Syria,1983,26.27667,24.69695,3030.42
Syria,1997,27.55998,25.87469,3013.73
Syria,2003,28.36123,26.50727,3013.18
Syria,2001,28.09912,26.32429,3012.51
Syria,1996,27.42348,25.75749,3009.16
Syria,1985,26.48084,24.86739,3000.06
Syria,1984,26.38083,24.78259,2985.81
Syria,1986,26.55678,24.93725,2974.3
Syria,1980,25.77988,24.34752,2960.41
Syria,1995,27.28469,25.62992,2911.88
Syria,1987,26.61871,24.99488,2880.3
Syria,1988,26.69086,25.06755,2878.26
Syria,1992,26.94272,25.32346,2867.87
Syria,1994,27.15892,25.52016,2819.89
Syria,1993,27.04667,25.41595,2819.22
Syria,1991,26.85147,25.23955,2818.05
Syria,1990,26.78426,25.16734,2806.46
Syria,1989,26.7316,25.11164,2752.4
Tajikistan,2006,23.68614,23.59211,2180.69
Tajikistan,2007,23.7683,23.6844,2117.52
Tajikistan,1993,24.11851,24.08605,2101.97
Tajikistan,2004,23.51383,23.42971,2097.73
Tajikistan,1992,24.2295,24.18024,2092.06
Tajikistan,2005,23.59769,23.50825,2081.39
Tajikistan,2003,23.43648,23.36877,2046.73
Tajikistan,1995,23.83165,23.84028,2006.63
Tajikistan,1999,23.40458,23.39624,1972.63
Tajikistan,1997,23.55934,23.59187,1968.94
Tajikistan,1994,23.97149,23.96471,1953.39
Tajikistan,2002,23.38196,23.33256,1945.24
Tajikistan,1998,23.46529,23.48205,1915.77
Tajikistan,2000,23.36578,23.34496,1911.99
Tajikistan,2001,23.35756,23.32384,1852.82
Tajikistan,1996,23.67826,23.70978,1835.56
Tanzania,1985,21.2553,21.41743,2260.07
Tanzania,1984,21.1956,21.39463,2250.51
Tanzania,1987,21.40498,21.45773,2243.58
Tanzania,1989,21.56017,21.50454,2242.46
Tanzania,1986,21.32929,21.43652,2224.82
Tanzania,1980,20.91322,21.27393,2220.23
Tanzania,1982,21.07677,21.33163,2219.61
Tanzania,1983,21.13565,21.36444,2215.43
Tanzania,1981,20.99731,21.30234,2189.53
Tanzania,1988,21.48352,21.48072,2187.62
Tanzania,1991,21.71804,21.56672,2154.88
Tanzania,1990,21.64124,21.53365,2121.22
Tanzania,1992,21.78942,21.59534,2043.49
Tanzania,2006,22.88898,22.29067,2034.46
Tanzania,2007,22.98873,22.38359,2032.39
Tanzania,1993,21.85769,21.61958,2014.77
Tanzania,1994,21.92299,21.64031,1986.15
Tanzania,2005,22.79544,22.19579,1984.52
Tanzania,1999,22.28668,21.80313,1979.61
Tanzania,2002,22.5268,21.96421,1977.76
Tanzania,1998,22.2097,21.75849,1975.84
Tanzania,2001,22.43833,21.89837,1945.6
Tanzania,1996,22.05213,21.67487,1944.52
Tanzania,1995,21.98833,21.65659,1933.37
Tanzania,2003,22.60355,22.03282,1931.9
